ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Book-Title-Clean,Detect Language,Average-Rating,Review-Count,Author-Count,Publisher-Count,Binned-Rating
0140501738,Corduroy (Picture Puffins),don freeman,1976.0,puffin,corduroy picture puffin,unknown,7.571428571428571,7,2,70,Low
0312975740,Projection (Frank Clevenger),keith ablow,2000.0,st martin's paperbacks,projection frank clevenger,unknown,6.4,5,4,117,Low
0849976162,The Veritas Project: Hangman's Curse,frank peretti,2001.0,thomas nelson,veritas project hangman curse,en,8.5,6,5,16,High
0786886021,Don't Sweat the Small Stuff for Women : Simple and Practical Ways to Do What Matters Most and Find Time for You,kristine carlson,2001.0,hyperion press,' sweat small stuff woman simple practical way matter find time,en,6.857142857142857,7,1,19,Low
0671039741,Salem's Lot,stephen king,1999.0,pocket,salem lot,et,8.16,25,195,652,High
0671736817,SPELLBOUND : SPELLBOUND,christopher pike,1990.0,simon pulse,spellbound spellbound,unknown,7.857142857142857,7,36,68,High
0307302636,The Grand and Wonderful Day (Little Golden Book),mary packard,1995.0,western,grand wonderful day little golden,en,7.428571428571429,7,1,3,Low
0743453069,Charming the Highlander (Highlander Trilogy),janet chapman,2003.0,pocket,charming highlander highlander trilogy,en,8.666666666666666,6,1,652,High
0821771183,This Must Be Love,kasey michaels,2003.0,kensington corporation,must love,en,8.5,4,6,40,High
0380756218,Night Shadow,catherine coulter,1989.0,avon,night shadow,unknown,7.428571428571429,7,51,540,Low
0380800829,The Duke and I (Avon Romantic Treasure),julia quinn,2000.0,avon,duke avon romantic treasure,en,9.333333333333334,6,12,540,High
0821769359,Hot Rain (Zebra Romantic Suspense),kat martin,2002.0,kensington corporation,hot rain zebra romantic suspense,unknown,6.857142857142857,7,3,40,Low
0440484332,Superfudge (Yearling Books (Paperback)),judy blume,1981.0,yearling,superfudge yearling,en,7.545454545454546,11,25,77,Low
0451410742,Step-Ball-Change,jeanne ray,2003.0,onyx,step ball change,en,8.444444444444445,9,5,65,High
0679457550,The Short History of a Prince : A Novel,jane hamilton,1998.0,rom house,short history prince,en,6.833333333333333,6,8,248,Low
044922368X,Lovers and Liars,sally beauman,1995.0,ivy,lover liar,en,7.0,5,3,94,Low
0307021858,Pinocchio (A Little golden book),little golden staff,1992.0,rom house childrens,pinocchio little golden,unknown,7.2,5,2,18,Low
0440146577,Loving,danielle steel,1981.0,dell,loving,unknown,6.583333333333333,12,100,410,Low
0380973642,Smoke & Mirrors: Short Fictions and Illusions,neil gaiman,1998.0,william morrow,smoke mirror short fiction illusion,en,8.88888888888889,9,34,130,High
0717284832,101 Dalmatians,walt disney,1995.0,stoddart+,101 dalmatian,id,8.2,5,5,6,High
0515108944,An Occasion of Sin,andrew m greeley,1992.0,jove,occasion sin,en,6.4,5,20,262,Low
0061097845,A King's Ransom,james grippando,2002.0,avon,king ransom,tl,8.0,4,5,540,High
1551668777,So Wild A Heart,candace camp,2002.0,mira,wild heart,en,7.333333333333333,9,3,219,Low
0590037145,"Thanksgiving Cats (Read With Me (New York, N.Y.).)",jean marzollo,1999.0,scholastic,thanksgiving cat read new york ny,en,6.5,4,3,223,Low
0671010107,One Red Rose (Clayborne Brides),julie garwood,1997.0,pocket,one red rose clayborne bride,en,7.0,7,32,652,Low
0671028030,Cat (Wildflowers),vc andrews,1999.0,pocket,cat wildflower,en,5.571428571428571,7,66,652,Low
0671028022,Jade (Wildflowers),vc andrews,1999.0,pocket,jade wildflower,unknown,5.714285714285714,7,66,652,Low
1551666758,The Perfect Lie,dinah mccall,2003.0,mira,perfect lie,en,6.75,12,5,219,Low
0618126929,Like Normal People,karen bender,2001.0,mariner,like normal people,unknown,8.75,4,1,27,High
0312968922,Lords of Light,deepak chopra,1999.0,st martin's press,lord light,en,5.0,4,9,168,Low
037383571X,Dark Angel,lynne graham,2003.0,harlequin,dark angel,id,6.6,5,2,189,Low
0553379291,Life Without Water,nancy peacock,1998.0,bantam,life without water,en,6.75,4,1,864,Low
0140366687,Little Women (Puffin Classics),louisa may alcott,1995.0,penguin usa,little woman puffin classic,en,8.75,4,15,90,High
1551668831,Orphan,stella cameron,2002.0,mira,orphan,en,6.6,5,5,219,Low
0380811073,Worth Any Price,lisa kleypas,2003.0,avon,worth price,en,8.125,8,9,540,High
0307001245,Aladdin (A Little golden book),little golden book staff,1994.0,rom house childrens,aladdin little golden,unknown,6.5,4,1,18,Low
0671034774,"Quarantine (Star Trek The Next Generation: Double Helix, Book 4)",john vornholt,1999.0,star trek,quarantine star trek next generation double helix 4,en,6.0,4,6,107,Low
0679873937,Babe: The Gallant Pig,dick king smith,1995.0,yearling,babe gallant pig,en,8.4,5,1,77,High
0395977894,Fast Food Nation,eric schlosser,2001.0,houghton mifflin,fast food nation,en,8.423076923076923,26,4,76,High
0380767619,Remember Summer,elizabeth lowell,1999.0,avon,remember summer,da,7.0,4,21,540,Low
0671681559,Sahara,clive cussler,1992.0,simon schuster,sahara,unknown,8.666666666666666,6,37,241,High
0671744526,The Woman Lit By Fireflies,jim harrison,1991.0,pocket,woman lit firefly,en,6.5,4,4,652,Low
1573221112,The Art of Happiness: A Handbook for Living,dalai lama,1998.0,penguin putnam,art happiness handbook living,en,7.9655172413793105,29,3,39,High
0804108889,Celestial Navigation,anne tyler,1993.0,ivy,celestial navigation,unknown,7.75,4,31,94,High
0871137534,The Dress Lodger,sheri holman,2000.0,west,dress lodger,en,7.466666666666667,15,3,19,Low
0515090395,A Heart Speaks,lavyrle spencer,1995.0,jove,heart speaks,en,6.666666666666667,9,27,262,Low
037322687X,Premeditated Marriage,bj daniels,2002.0,harlequin,premeditated marriage,en,6.857142857142857,7,2,189,Low
0062502727,Crossing to Avalon: A Woman's Midlife Pilgrimage,jean shinoda bolen,1995.0,harpersanfrancisco,crossing avalon woman midlife pilgrimage,en,5.333333333333333,6,2,48,Low
0804120013,In Too Deep,cherry adair,2002.0,ivy,deep,nl,8.0,8,5,94,High
055326611X,EVEN COWGIRLS GET THE BLUES,tom robbins,1984.0,bantam,even cowgirl get blue,unknown,8.125,16,23,864,High
0373263554,Affirmative Reaction,aileen schumacher,2000.0,worldwide library,affirmative reaction,en,7.75,4,1,5,High
044651974X,Strange Highways,dean r koontz,1995.0,warner,strange highway,en,7.75,8,56,446,High
0743204077,Soul Stories,gary zukav,2000.0,simon schuster,soul,unknown,6.4,15,6,241,Low
0385296495,Zoya,danielle steel,1988.0,delacorte press,zoya,unknown,6.125,8,100,80,Low
0373225962,"Tall, Dark And Wanted (Harlequin Intrigue, No 596)",cyndi hayes,2000.0,harlequin,tall dark wanted harlequin intrigue 596,en,8.2,5,1,189,High
0156005646,The Answer Is Yes: A Novel,sara lewis,1999.0,harvest,answer yes,en,7.666666666666667,6,2,81,Low
0449216861,Silence in Hanover Close,anne perry,1996.0,fawcett,silence hanover close,en,7.071428571428571,14,45,255,Low
0312253397,Hong Kong: A Jake Grafton Novel,stephen coonts,2000.0,st martins pr,hong kong jake grafton,unknown,8.0,4,15,38,High
0345447859,The Apprentice,tess gerritsen,2002.0,ballantine,apprentice,en,7.428571428571429,7,14,656,Low
0385299079,Message from Nam,danielle steel,1990.0,delacorte press,message nam,unknown,6.8,5,100,80,Low
0553270222,The Haunted Mesa,louis l'amour,1988.0,bantam,haunted mesa,en,7.222222222222222,9,8,864,Low
006101432X,Every Move She Makes,robin burcell,1999.0,harpertorch,every move make,en,7.166666666666667,6,1,258,Low
0449908631,The Homing,john saul,1994.0,ballantine,homing,en,6.5,4,43,656,Low
0451191706,Critical Conditions,stephen white,1999.0,signet book,critical condition,it,7.0,7,14,411,Low
0882402323,Alaska Bear Tales,larry kaniut,1983.0,alaska northwest,alaska bear tale,unknown,8.75,4,1,1,High
0312975732,What the Corpse Revealed: Murder and the Science of Forensic Detection,hugh miller,2000.0,st martin's true crime classics,corpse revealed murder science forensic detection,en,7.4,5,1,4,Low
0452281695,Agnes Browne,brendan o'carroll,2000.0,plume,agnes browne,en,7.2,5,4,125,Low
0590477404,"Monster Blood II (Goosebumps, No 18)",r l stine,1995.0,scholastic,monster blood ii goosebump 18,unknown,7.6,10,52,223,Low
0743407075,Grand Avenue,joy fielding,2001.0,atria,grand avenue,unknown,9.2,10,21,94,High
0066214750,"Twelve Times Blessed (Mitchard, Jacqueline)",jacquelyn mitchard,2003.0,harpercollins,twelve time blessed mitchard jacqueline,unknown,6.0,4,9,321,Low
155166898X,"Wade (Blake, Jennifer, Louisiana Gentlemen Series.)",jennifer blake,2002.0,mira,wade blake jennifer louisiana gentleman series,af,8.166666666666666,6,3,219,High
0786889616,Parallel Lies,ridley pearson,2002.0,hyperion press,parallel lie,unknown,7.304347826086956,23,18,19,Low
0446608092,Beyond Recall,stephen kyle,2000.0,warner vision,beyond recall,en,6.4,5,2,52,Low
067101675X,Bloodstream: A Novel of Medical Suspense,tess gerritsen,1998.0,atria,bloodstream medical suspense,en,7.333333333333333,6,14,94,Low
0449005925,Slaves of Obsession (William Monk Novels (Paperback)),anne perry,2001.0,fawcett,slave obsession william monk,en,8.25,8,45,255,High
0671020323,"Brooke (Orphans Miniseries, Book 3)",v c andrews,1998.0,pocket,brooke orphan miniseries 3,af,6.0,7,8,652,Low
0446341916,The Naked Face,sidney sheldon,1985.0,warner,naked face,en,7.090909090909091,11,27,446,Low
0440225450,The Final Detail,harlan coben,2000.0,isl,final detail,en,7.6,5,15,33,Low
0064404242,Maniac Magee,jerry spinelli,1992.0,harpercollins,maniac magee,unknown,8.333333333333334,6,8,321,High
0525945121,Chang and Eng,darin strauss,2000.0,dutton,chang eng,unknown,7.5,14,2,54,Low
0679419829,Stormy Weather,carl hiaasen,1995.0,alfred a knopf,stormy weather,en,8.333333333333334,6,20,84,High
1573221376,The Cigarette Girl: A Novel,carol wolper,1999.0,putnam,cigarette girl,unknown,6.5,4,2,212,Low
0684859939,IRON SHOES : A Novel,molly giles,2000.0,simon schuster,iron shoe,en,6.75,4,2,241,Low
0451207955,Serpent's Dance,larry brooks,2003.0,signet book,serpent dance,fr,6.571428571428571,7,3,411,Low
0440222427,Be Mine,cait logan,1997.0,dell,mine,de,4.0,5,1,410,Low
0449003701,The Tall Pine Polka (Ballantine Reader's Circle),lorna landvik,2001.0,ballantine,tall pine polka ballantine reader circle,unknown,6.866666666666666,15,8,656,Low
051508901X,The Gamble,lavyrle spencer,1994.0,jove,gamble,en,6.7,10,27,262,Low
068810312X,Made in America: An Informal History of the English Language in the United States,bill bryson,1995.0,harpercollins,made america informal history english language united state,en,8.8,10,22,321,High
042516313X,Breathing Lessons,anne tyler,1998.0,berkley,breathing lesson,en,6.666666666666667,6,31,519,Low
0451157974,Brain,robin cook,1999.0,signet book,brain,cy,7.166666666666667,6,42,411,Low
0061091618,For Love,sue miller,1996.0,harpertorch,love,da,6.833333333333333,6,14,258,Low
0449215946,Illumination Night,alice hoffman,1992.0,fawcett,illumination night,unknown,7.833333333333333,6,28,255,High
0060508108,Duchess in Love,eloisa james,2002.0,avon,duchess love,unknown,6.666666666666667,6,2,540,Low
0486280551,Goblin Market and Other Poems (Dover Thrift Editions),christina rossetti,1994.0,dover lications,goblin market poem dover thrift,en,7.4,5,1,87,Low
0553569635,Blood Test (Alex Delaware Novels (Paperback)),jonathan kellerman,1995.0,bantam,blood test alex delaware,unknown,7.75,12,40,864,High
0380790076,Simply Irresistible (Avon Light Contemporary Romances),rachel gibson,1998.0,avon,simply irresistible avon light contemporary romance,en,7.375,8,7,540,Low
0671872699,The LOST MIND : THE LOST MIND,christopher pike,1995.0,simon pulse,lost mind lost mind,en,7.75,4,36,68,High
0671872702,The VISITOR : THE VISITOR,christopher pike,1995.0,simon pulse,visitor visitor,en,6.75,4,36,68,Low
0312972741,In the Event of My Death,carlene thompson,1999.0,st martin's press,event death,en,8.0,4,3,168,High
0671792822,STREETS OF LAREDO,larry mcmurtry,1994.0,pocket,street laredo,en,7.166666666666667,6,33,652,Low
0671670913,ANYTHING FOR BILLY,larry mcmurtry,1989.0,pocket,anything billy,unknown,8.25,4,33,652,High
0451148029,The Deep End,joy fielding,1993.0,signet book,deep end,unknown,8.0,6,21,411,High
0486264653,Red Badge of Courage (Dover Thrift Edition),stephen crane,1990.0,dover lications,red badge courage dover thrift,en,8.75,4,4,87,High
0451202546,The Devil's Heiress,jo beverley,2001.0,signet book,devil heiress,en,7.222222222222222,9,8,411,Low
0440216877,Promises,belva plain,1997.0,dell,promise,unknown,6.8,10,26,410,Low
0671870114,Saving Grace,julie garwood,1994.0,pocket,saving grace,unknown,8.125,16,32,652,High
0671019708,After The Night,linda howard,1997.0,pocket,night,en,6.8,5,31,652,Low
038089968X,Chain Letter (Avon Camelot Books (Paperback)),christopher pike,1986.0,avon,chain letter avon camelot,en,8.2,15,36,540,High
0373484461,"Long, Tall Texans (Calhoun, Justin, and Tyler)",diana palmer,2001.0,silhouette,long tall texan calhoun justin tyler,en,9.5,4,20,98,High
1551665743,Mackenzie'S Mountain,linda howard,2000.0,mira,mackenzie mountain,unknown,6.4,5,31,219,Low
0515128015,Eclipse Bay,jayne ann krentz,2000.0,jove,eclipse bay,unknown,7.8,15,32,262,High
0373483791,Love With A Long Tall Texan,diana palmer,1999.0,harlequin,love long tall texan,en,8.75,4,20,189,High
0743403622,Springwater Seasons,linda lael miller,2000.0,pocket,springwater season,unknown,6.833333333333333,6,24,652,Low
155166903X,The Ties That Bind,jayne ann krentz,2002.0,mira,tie bind,en,6.5,4,32,219,Low
1551662833,There And Now,linda lael miller,1997.0,mira,,en,6.8,5,24,219,Low
0440115493,Crescent City,belva plain,1987.0,dell,crescent city,unknown,5.8,5,26,410,Low
1551668513,Wedding Night,jayne ann krentz,2001.0,mira,wedding night,cy,7.0,7,32,219,Low
0446359637,Breath of Scandal,sandra brown,1991.0,warner,breath scandal,en,7.833333333333333,6,72,446,High
1551665859,Fit For A King (Mira),diana palmer,2000.0,mira,fit king mira,unknown,6.5,4,20,219,Low
0446359408,Sybil,flora rheta schreiber,1989.0,warner,sybil,unknown,9.0,8,2,446,High
0451155068,Kiss Mommy Goodbye,joy fielding,1993.0,signet book,kiss mommy goodbye,unknown,8.25,4,21,411,High
0373122772,The Disobedient Mistress  (Sister Brides),lynne graham,2002.0,harlequin,disobedient mistress sister bride,unknown,5.75,4,2,189,Low
0373832826,Tomorrow'S Promise,kenneth t brown,1993.0,harlequin,tomorrow promise,unknown,7.0,4,4,189,Low
0553294903,Divine Evil,nora roberts,1992.0,bantam,divine evil,it,7.7272727272727275,22,127,864,High
0553262580,The God Project,john saul,1983.0,bantam,god project,unknown,8.571428571428571,7,43,864,High
0553284673,Love and Marriage,bill cosby,1990.0,bantam,love marriage,en,8.125,8,8,864,High
0307021688,Tawny Scrawny Lion,kathryn jackson,2001.0,golden,tawny scrawny lion,pl,7.25,4,1,29,Low
0310247276,Where Is God When It Hurts,philip yancey,2001.0,zondervan,god hurt,en,9.0,4,3,17,High
0312026633,Uncle John's Bathroom Reader,bathroom readers' institute,1988.0,st martin's griffin,uncle john bathroom reader,en,7.0,5,2,37,Low
0380772574,Enchanted,elizabeth lowell,1994.0,avon,enchanted,unknown,7.2,5,21,540,Low
0486424499,Jane Eyre (Dover Thrift Editions),charlotte bronte,2003.0,dover lications,jane eyre dover thrift,unknown,8.125,8,15,87,High
0671749013,An ALTOGETHER NEW BOOK OF TOP TEN LISTS LATE NIGHT DAVID LETTERMAN,david letterman,1991.0,pocket,altogether new top ten list late night david letterman,en,7.555555555555555,9,4,652,Low
0895261537,What's So Great About America,dinesh douza,2002.0,regnery,great america,en,7.75,4,1,3,High
0140434267,Pride and Prejudice (Penguin Classics),jane austen,1997.0,penguin,pride prejudice penguin classic,unknown,9.5,6,52,486,High
0553272055,Call Me Anna: The Autobiography of Patty Duke,patty duke,1990.0,bantam,call anna autobiography patty duke,en,6.857142857142857,7,2,864,Low
0440236991,Leap of Faith,danielle steel,2002.0,dell,leap faith,unknown,7.4,20,100,410,Low
0425087832,Too Much Too Soon,jacqueline briskin,1991.0,berkley,much soon,so,7.0,4,1,519,Low
0425133990,The Walker in Shadows,barbara michaels,1996.0,berkley,walker shadow,unknown,5.0,4,15,519,Low
0517577550,Dave Barry Turns 40,dave barry,1990.0,rom house,dave barry turn 40,unknown,7.4,10,32,248,Low
0312960344,Pandora's Clock,john j nance,1996.0,st martin's press,pandora clock,pt,7.454545454545454,11,7,168,Low
0486266885,The Strange Case of Dr. Jekyll and Mr. Hyde (Dover Thrift Editions),robert louis stevenson,1991.0,dover lications,strange case dr jekyll mr hyde dover thrift,en,6.5,6,12,87,Low
0684814994,Christmas Box (Christmas Box Trilogy),richard paul evans,1995.0,simon schuster,christmas box christmas box trilogy,en,8.32258064516129,31,14,241,High
0440172217,Perfect Stranger,danielle steel,1982.0,dell,perfect stranger,en,6.75,4,100,410,Low
0446604534,Day of Confession,allan folsom,1999.0,warner vision,day confession,en,7.875,8,4,52,High
0380975726,This Heart of Mine,susan elizabeth phillips,2001.0,william morrow,heart mine,en,7.5,4,16,130,Low
0061013706,Shall We Tell the President,jeffrey archer,1999.0,harpertorch,shall tell president,en,6.444444444444445,9,22,258,Low
0425119114,Smoke and Mirrors,barbara michaels,1989.0,berkley,smoke mirror,unknown,8.25,4,15,519,High
0451198670,The Love Letter,cathleen schine,1999.0,signet book,love letter,en,8.2,5,4,411,High
0307301451,Disney's the Lion King (Little Golden Book),justine korman,1994.0,rom house childrens,disney lion king little golden,en,8.142857142857142,7,5,18,High
030700645X,"Eeyore, Be Happy (Little Golden Book)",don ferguson,1996.0,western,eeyore happy little golden,unknown,8.714285714285714,7,3,3,High
1572971835,Courage Under Fire,patrick sheane duncan,1996.0,berkley,courage fire,fr,7.5,4,1,519,Low
0525944818,Reaching to Heaven: A Spiritual Journey Through Life and Death,james van praagh,1999.0,penguin usa,reaching heaven spiritual journey life death,en,9.0,6,3,90,High
0553096079,Reba: My Story,reba mcentire,1994.0,bantam,reba,sk,8.0,4,1,864,High
0671003682,Frasier,jefferson graham,1996.0,pocket,frasier,no,7.571428571428571,7,1,652,Low
0345333217,Lauren Bacall: By Myself,lauren bacall,1985.0,ballantine,lauren bacall,unknown,8.0,5,2,656,High
0446390380,"Journal to the Self : Twenty-Two Paths to Personal Growth - Open the Door to Self-Understanding by Reading, Writing, and Creating a Journal of Your Life",kathleen adams,1990.0,warner,journal self twenty two path personal growth open door self understanding reading writing creating journal life,en,8.0,4,1,446,High
0441802087,Tekwar,william shatner,1990.0,ace,tekwar,af,7.222222222222222,9,6,145,Low
0670032107,Bible Code II: The Countdown,michael drosnin,2002.0,viking,bible code ii countdown,unknown,6.0,4,3,101,Low
0878578730,The Doctor's Book of Home Remedies : Thousands of Tips and Techniques Anyone Can Use to Heal Everyday Health Problems,editors prevention health books,1990.0,rodale,doctor home remedy thousand tip technique anyone use heal everyday health problem,en,7.785714285714286,14,1,6,High
0811201082,The Books in My Life,henry miller,1969.0,new directions corporation,life,en,9.0,4,4,10,High
0425098605,The Vision,dean r koontz,1997.0,berkley,vision,en,7.35,20,56,519,Low
0440194903,When the Wind Blows,john saul,1990.0,dell,wind blow,en,7.666666666666667,6,43,410,Low
0671690566,DIE SOFTLY : DIE SOFTLY,christopher pike,1991.0,simon pulse,die softly die softly,af,6.2,5,36,68,Low
0553296906,Blue Willow,deborah smith,1993.0,bantam,blue willow,en,7.0,4,6,864,Low
0553582917,Intensity,dean koontz,2000.0,bantam,intensity,unknown,8.333333333333334,15,26,864,High
0515130990,Beyond Innocence,emma holly,2001.0,jove,beyond innocence,en,8.25,8,4,262,High
0345313755,Texas Fury,fern michaels,1989.0,ballantine,texas fury,en,7.888888888888889,9,28,656,High
038079456X,Devil's Bride (Cynster Novels),stephanie laurens,1999.0,avon,devil bride cynster,da,7.375,8,17,540,Low
0345365933,Texas Sunrise,fern michaels,1994.0,fawcett,texas sunrise,et,7.8,5,28,255,High
0061074292,The Runaway Bunny,margaret wise brown,1991.0,harperfestival,runaway bunny,en,9.75,4,5,5,High
0060229357,Harold and the Purple Crayon 50th Anniversary Edition,crockett johnson,1955.0,harpercollins,harold purple crayon 50th anniversary,en,8.5,6,2,321,High
0679813438,The Black Stallion (Black Stallion (Paperback)),walter farley,1991.0,rom house for young readers,black stallion black stallion,unknown,7.666666666666667,6,2,33,Low
0932379516,Trash,dorothy allison,1989.0,firebr,trash,sq,7.285714285714286,7,7,3,Low
0786011998,Slow Death,jim fielder,2003.0,kensington corporation,slow death,en,8.75,4,1,40,High
0805061762,"A Gentle Madness : Bibliophiles, Bibliomanes, and the Eternal Passion for Books",nicholas a basbanes,1999.0,owl,gentle madness bibliophile bibliomanes eternal passion,en,8.2,5,1,10,High
0451206878,The Return,bentley little,2002.0,signet book,return,en,6.333333333333333,12,9,411,Low
0316817155,"Stokes Hummingbird Book : The Complete Guide to Attracting, Identifying, and Enjoying Hummingbirds",donald stokes,1989.0,little brown,stokes hummingbird complete guide attracting identifying enjoying hummingbird,en,8.25,4,1,95,High
0743428587,Twisted Roots,vc andrews,2002.0,pocket,twisted root,af,6.777777777777778,9,66,652,Low
0618154442,My Life on A Plate,india knight,2001.0,mariner,life plate,en,7.666666666666667,6,2,27,Low
1573225207,Illuminata: A Return to Prayer,marianne williamson,1995.0,riverhead,illuminata return prayer,unknown,7.75,4,9,82,High
0515130117,The Sabbathday River,jean hanff korelitz,2001.0,berkley,sabbathday river,en,8.714285714285714,7,1,519,High
0849911389,A Gentle Thunder,max lucado,1995.0,w,gentle thunder,unknown,9.0,4,9,14,High
0425179605,Some Things That Stay,sarah willis,2001.0,berkley,thing stay,en,7.375,8,1,519,Low
0312981546,Sand Castles,antoinette stockenberg,2002.0,st martin's paperbacks,sand castle,en,7.0,7,1,117,Low
0786861827,I Am Spock,leonard nimoy,1995.0,hyperion,spock,sv,8.714285714285714,7,2,109,High
0345361571,A Book of Angels,sophy burnham,1990.0,wellspring/ballantine,angel,en,7.111111111111111,9,3,2,Low
088365721X,"The Best of Bombeck: At Wit's End, Just Wait Until You Have Children of Your Own, I Lost Everything in the Post-Natal Depression",erma bombeck,1994.0,bbs corporation,best bombeck wit end wait child lost everything post natal depression,en,7.285714285714286,7,19,3,Low
0446610496,The Diary of V : The Affair (Diary of V),debra kent,2001.0,warner vision,diary v affair diary v,en,8.25,4,1,52,High
0553102222,David Letterman's Book of Top Ten Lists and Zesty Lo-Cal Chicken Recipes,david letterman,1995.0,bantam,david letterman top ten list zesty lo cal chicken recipe,en,8.375,8,4,864,High
0307302008,Disney's Pocahontas (Little Golden Book),justine korman,1995.0,golden,disney pocahontas little golden,en,6.25,4,5,29,Low
0916441822,"My Utmost for His Highest, Promotional Edition",oswald chambers,1987.0,barbour,utmost highest promotional,en,7.9,10,2,6,High
0553802976,"Love, Greg & Lauren",greg manning,2002.0,bantam,love greg lauren,no,7.909090909090909,11,2,864,High
0849932017,Stick A Geranium In Your Hat And Be Happy!,barbara johnson,1990.0,w,stick geranium hat happy,en,8.0,13,4,14,High
0671690574,BURY ME DEEP : BURY ME DEEP,christopher pike,1991.0,simon pulse,bury deep bury deep,unknown,8.0,4,36,68,High
0440217512,Wings,danielle steel,1995.0,dell,wing,af,7.470588235294118,17,100,410,Low
0684810921,HELL OF A LIFE,maureen stapleton,1995.0,simon schuster,hell life,en,8.5,4,1,241,High
0804117942,Spontaneous Healing : How to Discover and Embrace Your Body's Natural Ability to Maintain and Heal Itself,andrew weil md,2000.0,ballantine,spontaneous healing discover embrace body natural ability maintain heal,en,7.6,5,2,656,Low
0895771462,Mysteries of the Unexplained,carroll c calkins editor,1983.0,putnam,mystery unexplained,en,7.375,8,1,212,Low
0849937809,The Blue Bottle Club,penelope j stokes,2000.0,westbow press,blue bottle club,en,7.166666666666667,6,1,11,Low
0312280513,Nearer Than the Sky: A Novel,t greenwood,2001.0,st martin's press,nearer sky,en,8.5,4,1,168,High
0836270061,"Magic Eye, Vol. 1",ne thing enterprises,1993.0,rews mcmeel,magic eye vol 1,unknown,8.0,10,2,95,High
0806968427,The Wreath Book,rob pulleyn,1988.0,sterling co,wreath,en,8.0,5,1,2,High
0875961517,"Women's Encyclopedia of Health & Emotional Healing: Top Women Doctors Share Their Unique Self-Help Advice on Your Body, Your Feelings and Your Life",denise foley,1993.0,st martins pr,woman encyclopedia health emotional healing top woman doctor share unique self help advice body feeling life,en,7.875,8,1,38,High
1586480375,"Saving Milly: Love, Politics, and Parkinson's Disease",morton kondracke,2001.0,licaffairs,saving milly love politics parkinson disease,en,6.5,6,1,2,Low
1551668874,Heartbreaker,linda howard,2002.0,mira,heartbreaker,en,6.4,5,31,219,Low
0374110131,Being Dead,jim crace,2000.0,farrar straus giroux,dead,de,8.0,4,3,45,High
0671776126,Plain Truth,jodi picoult,2000.0,atria,plain truth,en,7.7272727272727275,11,17,94,High
0812577701,Irish Whiskey: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),andrew m greeley,1998.0,tor,irish whiskey nuala anne mcgrail nuala anne mcgrail,en,7.0,6,20,199,Low
0060633875,Just As I Am: The Autobiography of Billy Graham,billy graham,1997.0,harpercollins,autobiography billy graham,en,8.75,4,2,321,High
0609607375,Summer Island : A Novel,kristin hannah,2001.0,crown,summer island,en,7.555555555555555,9,12,20,Low
0060196122,Veronika Decides to Die,paulo coelho,2000.0,harpercollins,veronika decides die,unknown,7.9,10,17,321,High
0671025333,Empty Promises,ann rule,2000.0,pocket,empty promise,unknown,6.862068965517241,29,26,652,Low
0679736379,Sophie's Choice,william styron,1992.0,vintage usa,sophie choice,fr,7.6875,16,5,282,Low
0345385993,Hellion,bertrice small,1996.0,ballantine,hellion,unknown,7.0,5,6,656,Low
0375410945,The World Below,sue miller,2001.0,knopf,world,en,7.083333333333333,12,14,55,Low
0671729489,Seeds of Yesterday (Dollanganger),vc andrews,1990.0,pocket,seed yesterday dollanganger,unknown,8.0,12,66,652,High
0875962572,"New Choices in Natural Healing: Over 1,800 of the Best Self-Help Remedies from the World of Alternative Medicine",bill gottlieb,1995.0,rodale press,new choice natural healing 1800 best self help remedy world alternative medicine,en,7.0,4,1,3,Low
0425172996,Vector,robin cook,2000.0,berkley,vector,ro,7.84,25,42,519,High
0451159535,Coma (Signet Books),robin cook,1994.0,signet book,coma signet,unknown,7.625,8,42,411,Low
0385315309,Five Days in Paris,danielle steel,1995.0,delacorte press,five day paris,unknown,7.0,19,100,80,Low
006017613X,"Nora, Nora: A Novel",anne rivers siddons,2000.0,harpercollins,nora nora,pt,7.444444444444445,9,18,321,Low
0553106163,And Then You Die...,iris johansen,1998.0,bantam dell,die,unknown,7.0,5,25,72,Low
0849937418,When God Whispers Your Name,max lucado,1999.0,w,god whisper name,en,8.25,4,9,14,High
0449213730,The Ritual Bath (Peter Decker & Rina Lazarus Novels (Paperback)),faye kellerman,1991.0,fawcett,ritual bath peter decker rina lazarus,unknown,7.666666666666667,18,35,255,Low
0399140913,After All,mary tyler moore,1995.0,putnam,,da,8.0,6,1,212,High
1551668696,Courage Tree,diane chamberlain,2002.0,mira,courage tree,unknown,7.625,8,3,219,Low
0688160824,The Day Diana Died,christopher andersen,1998.0,william morrow,day diana died,unknown,7.75,4,2,130,High
0553278355,The Bell Jar,sylvia plath,1983.0,bantam,bell jar,unknown,7.966666666666667,30,5,864,High
0440114756,Comes the Blind Fury,john saul,1990.0,dell,come blind fury,en,7.2,10,43,410,Low
0684845768,COAST ROAD : A NOVEL,barbara delinsky,1998.0,simon schuster,coast road,unknown,7.4,5,28,241,Low
067974388X,The Tightwad Gazette: Promoting Thrift As a Viable Alternative Lifestyle,amy dacyczyn,1993.0,rom house,tightwad gazette promoting thrift viable alternative lifestyle,en,8.933333333333334,15,2,248,High
0670870897,Without a Doubt,marcia clark,1997.0,viking,without doubt,en,9.2,5,1,101,High
